"osm_id","name","contents","direction","highway","lamp_mount","lamps","mapillary","material","maxspeed","maxspeed:advisory","power","source","source:maxspeed","support","survey:date","traffic_sign","geometry"
"8871026161",NA,NA,"270",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2386299, 40.1016518)
"8871026162",NA,NA,"90",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2404967, 40.1017667)
"8871026164",NA,NA,"90",NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2452482, 40.1017903)
"8871026165",NA,NA,"270",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2453274, 40.1016908)
"8871026167",NA,NA,"90",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2520637, 40.1053908)
"8871026168",NA,NA,"270",NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.252061, 40.1052769)
"8871026169",NA,NA,"90",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2594572, 40.1053816)
"8871026170",NA,NA,"270",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2587813, 40.105278)
"8871026171",NA,NA,"270",NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2631795, 40.1052467)
"9179090856",NA,NA,NA,NA,NA,NA,"158348312904479",NA,NA,NA,NA,"survey;streetlevel imagery",NA,NA,NA,"stop",c(-105.1654853, 39.9560361)
"9198699978",NA,NA,"5",NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.294959, 40.0056479)
"9701961279",NA,NA,"183",NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2402741, 40.0119088)
"9701961280",NA,NA,"3",NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2406442, 40.0119458)
"9701961283",NA,NA,"180",NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2482892, 40.0079069)
"9701961284",NA,NA,"255",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2479324, 40.0093547)
"9701961285",NA,NA,"170",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2432949, 40.0079957)
"9765849906",NA,NA,"50",NA,NA,NA,NA,NA,"45 mph",NA,NA,"survey",NA,NA,NA,"maxspeed",c(-105.3151517, 40.2403881)
"9882257093","JCT CO 7",NA,NA,NA,NA,NA,"692463294786541",NA,NA,NA,NA,NA,NA,NA,NA,"yes",c(-105.1029072, 39.9977925)
"9882273813","Indian Peaks Golf Course",NA,NA,NA,NA,NA,"1093713884431773",NA,NA,NA,NA,NA,NA,NA,NA,"yes",c(-105.1029782, 39.997396)
"10983518218",NA,NA,NA,NA,NA,NA,"1365315694230670",NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.1638824, 39.9531634)
"11112955862",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0671101, 39.9826787)
"11112955863",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0728468, 39.981935)
"11113034158",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0876036, 39.9799555)
"11113034174",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0990139, 39.9800586)
"11124092200",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0804449, 39.9723244)
"11135217033",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2129009, 39.9753993)
"11135217037",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2126234, 39.9736929)
"11135217040",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2128899, 39.9730352)
"11135217050",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2130197, 39.9643179)
"11136736731",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2284918, 39.9558653)
"11136736754",NA,NA,NA,NA,NA,NA,NA,NA,"50 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2216463, 39.9548225)
"11137303030",NA,NA,NA,NA,NA,NA,NA,NA,"50 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1936527, 39.9620579)
"11137303073",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1764324, 39.9615137)
"11137303076",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1753287, 39.9605897)
"11137328648","Bike Lane Ahead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",c(-105.1651479, 39.951137)
"11137328649",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1650807, 39.9507293)
"11137329819",NA,NA,NA,NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1748235, 39.9551883)
"11137329865",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1691374, 39.9539876)
"11137329873",NA,NA,NA,"street_lamp",NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1674579, 39.9539908)
"11137423682",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1662634, 39.9140581)
"11137438080",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1637298, 39.9443535)
"11137438090",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1627181, 39.9414547)
"11137474318",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1658779, 39.9362731)
"11137474320",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1659468, 39.9307967)
"11137474323",NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1659247, 39.9294424)
"11137474364",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1659635, 39.9281238)
"11137475114",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.16415, 39.9191248)
"11137480442",NA,NA,NA,NA,NA,NA,NA,NA,"55 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2155208, 39.9144983)
"11137480453",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2286689, 39.9255578)
"11137480455",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.231478, 39.9281039)
"11140001301",NA,NA,NA,NA,NA,NA,NA,NA,"55 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2329066, 39.9282824)
"11140001302",NA,NA,NA,NA,NA,NA,NA,NA,"55 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.233082, 39.9281558)
"11140001303",NA,NA,NA,NA,NA,NA,NA,NA,"55 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2351067, 39.9301361)
"11140024674",NA,NA,NA,NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2306937, 39.9542284)
"11140024675",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1743007, 39.9606417)
"11141766726",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1726278, 39.9601804)
"11141766729",NA,NA,NA,NA,NA,NA,NA,NA,"50 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1773626, 39.9620096)
"11141852339",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2178305, 39.9560905)
"11141852347",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.223614, 39.9563838)
"11141890522",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2128932, 39.964911)
"11141890585",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2127544, 39.9774535)
"11142104025",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2113075, 39.9860021)
"11142104045",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1935868, 39.9864632)
"11142106359",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1697881, 39.9866602)
"11142106369",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1793887, 39.9865414)
"11142106425",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1774179, 39.9869005)
"11142644560",NA,NA,NA,NA,NA,NA,NA,NA,"5 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2452747, 40.025667)
"11144920942",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2157792, 40.0142095)
"11144942883",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2258201, 40.0002346)
"11144945512",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2168083, 40.0001769)
"11144945514",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2209332, 40.0001827)
"11144945516",NA,NA,NA,"street_lamp",NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2225106, 40.0002517)
"11145300426",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2346157, 40.000244)
"11186969281",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0680327, 40.0003295)
"11186969295",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0743945, 40.0012383)
"11186988735",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0744808, 40.0256974)
"11187038081",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0717065, 40.0366512)
"11187038094",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"45 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.0623557, 40.0365559)
"11187038112",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0535437, 40.0364329)
"11209035979",NA,NA,"N",NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1023219, 40.1391919)
"11210891311",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2374978, 40.0001172)
"11210891312",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"40 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.2378066, 40.0002437)
"11210891327",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"40 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.242625, 40.000234)
"11210959040",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"40 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.2467201, 40.0001742)
"11210959052",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"35 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.2505286, 40.0001544)
"11210959066",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2574573, 40.0003504)
"11210959073",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2597413, 40.0005845)
"11210959083",NA,NA,NA,NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2606297, 40.0005172)
"11211118541",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2653919, 40.0001586)
"11211118547",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2686563, 40.0001546)
"11211118552",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2724261, 40.0001562)
"11211118565",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2766757, 40.0001411)
"11211118588",NA,NA,NA,"street_lamp","bent_mast",NA,NA,NA,"25 mph",NA,NA,NA,NA,"pole",NA,"maxspeed",c(-105.2811968, 40.000133)
"11211118608",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2848071, 40.0001357)
"11211118623",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2893164, 39.9996914)
"11214398855",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2952436, 40.0026521)
"11214398887",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.296084, 40.0015717)
"11214398911",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2983928, 40.0014672)
"11214398913",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2994778, 40.0002081)
"11214398955",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2988045, 40.0028514)
"11218359751",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3063173, 39.9985486)
"11218359789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3107238, 39.9963619)
"11218365178",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3101804, 39.9944062)
"11218773613",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.319016, 39.990911)
"11219247073",NA,NA,"0",NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102664, 40.1704986)
"11219247074",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102685, 40.1622974)
"11219247077",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102549, 40.1952074)
"11219247085",NA,NA,"0",NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102693, 40.2017341)
"11219247086",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102676, 40.1574345)
"11219247089",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102533, 40.1844526)
"11219247096",NA,NA,"0",NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102667, 40.1687865)
"11219247098",NA,NA,"0",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.10262, 40.1735977)
"11219247107",NA,NA,"0",NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.10254, 40.1806603)
"11219247108",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102634, 40.1750501)
"11219247112",NA,NA,"0",NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102641, 40.1722108)
"11219247113",NA,NA,"0",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.102508, 40.191703)
"11220654540",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3220012, 39.9851247)
"11220654562",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3257447, 39.9820735)
"11220654580",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3311716, 39.9802258)
"11220654582",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.333064, 39.9796037)
"11220654597",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3359412, 39.9736967)
"11220654601",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3383445, 39.9693594)
"11220654607",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3388932, 39.9687538)
"11220654624",NA,NA,NA,NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3379702, 39.9646762)
"11220654626",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3386533, 39.9619421)
"11249194441",NA,NA,"W",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1485791, 40.1431782)
"11249194442",NA,NA,"E",NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.1407334, 40.1442616)
"11258117745",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3382966, 39.9605097)
"11258117749",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3378538, 39.9646823)
"11258117752",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3380163, 39.9658278)
"11258117754",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3388705, 39.9688891)
"11258117769",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3369468, 39.9719056)
"11258117778",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3257432, 39.9819542)
"11258117798",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3222597, 39.9837935)
"11258117811",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3196647, 39.9900277)
"11258117812",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.3174326, 39.9913073)
"11258184817",NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3087399, 39.9977678)
"11258184829",NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.3043618, 40.0037755)
"11258195474",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2976499, 40.0017773)
"11258195476",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2960365, 40.002578)
"11258195479",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2950862, 40.0019011)
"11258195481",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2940308, 40.0029105)
"11258777264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2948465, 40.0057226)
"11258777299",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2907777, 40.0011375)
"11258777300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.2905064, 40.0004675)
"11258777309",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2866995, 39.9999995)
"11258791329",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2798845, 40.0000175)
"11258834737",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.276522, 40.0000128)
"11258834746",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,"pole",NA,NA,NA,NA,"maxspeed",c(-105.2706293, 40.0000213)
"11258834764",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2658431, 40.0000146)
"11258834780",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.261109, 40.0002187)
"11260217533",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2512739, 39.9998837)
"11260230453",NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.2365804, 39.9985811)
"11331631264",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.055953, 40.0220461)
"11331641803",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 mph",NA,NA,NA,NA,NA,"maxspeed",c(-105.0743942, 40.0355723)
"11331641806",NA,NA,NA,NA,NA,NA,NA,NA,"35 mph",NA,"pole",NA,NA,NA,NA,"maxspeed",c(-105.0743865, 40.0373798)
"11363231497",NA,NA,NA,NA,NA,NA,NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0625758, 40.0057976)
"11363231498",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0650392, 40.005878)
"11363231501",NA,NA,NA,NA,NA,NA,NA,NA,"25 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0668882, 40.0057177)
"11364614344",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.075477, 40.0003183)
"11364614347",NA,NA,NA,NA,NA,NA,NA,NA,"30 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0785355, 40.0003109)
"11364614348",NA,NA,NA,NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0780265, 40.0001572)
"11421536067",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.0744518, 40.1994932)
"11421746771",NA,NA,"0",NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0743049, 40.1811125)
"11421746774",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.0744214, 40.1933235)
"11421746787",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.074379, 40.1869478)
"11421746797",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.0739817, 40.1935373)
"11421746799",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stop",c(-105.074384, 40.1860153)
"11421746803",NA,NA,"0",NA,NA,NA,NA,NA,"45 mph",NA,NA,NA,NA,NA,NA,"maxspeed",c(-105.0742362, 40.1882606)
